Components,4 Components,5 Components,6 Components,7 Components,8 Components,9 Components,10 Components
Scores,-380.44689577140684,-856.0936171790152,-672.3426085715523,-540.0979977684228,-684.1280872771604,-568.3351374009831,-297.2374017238235
