Components,4 Components,5 Components,6 Components,7 Components,8 Components,9 Components,10 Components
Scores,-794.9906742829626,-766.0800083271929,-692.2592138605223,-838.0841546732217,-660.4504975872287,-574.9401092817188,-433.5030408870648
