# Components,4 Components,5 Components,6 Components,7 Components,8 Components,9 Components,10 Components
Scores,-7881.228195658801,-8173.316161477618,-8200.157754263968,-8647.085756507975,-8461.75831351024,-8484.49846819323,-8631.52045861282
