# Components,4 Components,5 Components,6 Components,7 Components,8 Components,9 Components,10 Components
Scores,-6681.079788135061,-6777.644492112783,-7015.677003730581,-6962.85004960283,-7199.362148050275,-7516.222861199603,-7452.542501577416
